id,Authors,BestEstimate,CorrelationCoefficient,StandardError,Tstatistic,Observations,DegreesofFreedom,NumberofCountries,TotalSpending,GovernmentConsumption,PublicInvestment,SocialSpending,EducationSpending,HealthSpending,OtherSpending,TradeGlobalization,FinancialGlobalization,OverallEconomicGlobalization,ControlVariables,CountryFixedEffects,TimeFixedEffects,CrossSection,StartingYearData,EndYearData,AdvancedCountriesOnly,DevelopingCountriesOnly,MixofCountries,EconometricStrategy,OLS,RandomEffects,GMM,OtherEstimator,JournalName,YearofPublication,EconomicsJournal,JournalImpactFactor,Primary,Crossauthor,Prior,TermsOfTradeRisk,IncomeLevel,GDPgrowth,Unemployment,LaborPower,PartisanPolitics,OldAge,Democracy,GlobalizationInteracted,OtherGovSpending,LevelLevel,ChangeChange,LevelChange,ChangeLevel
37,Avelino et al. 2005,0,0.147,0.117,1.256410256,311,260,19,0,0,0,1,0,0,0,0,1,0,"Urban population, old age population, GDP per capita, GDP per capita growth, unemployment, inflation, trade to GDP, democracy, ",1,1,0,1980,1999,0,0,1,OLS,1,0,0,0,American Journal of Political Science,2005,1,5.22,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0
37,Avelino et al. 2005,0,-0.098,0.11,-0.890909091,311,260,19,0,0,0,1,0,0,0,0,1,0,"Urban population, old age population, GDP per capita, GDP per capita growth, unemployment, inflation, trade to GDP, democracy, ",1,1,0,1980,1999,0,0,1,OLS,1,0,0,0,American Journal of Political Science,2005,1,5.22,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0
37,Avelino et al. 2005,0,-0.095,0.113,-0.840707965,311,259,19,0,0,0,1,0,0,0,0,1,0,"Urban population, old age population, GDP per capita, GDP per capita growth, unemployment, inflation, trade to GDP, democracy, debt service ratio",1,1,0,1980,1999,0,0,1,OLS,1,0,0,0,American Journal of Political Science,2005,1,5.22,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0
37,Avelino et al. 2005,0,0.203,0.162,1.25308642,311,257,19,0,0,0,1,0,0,0,0,1,0,"Urban population, old age population, GDP per capita, GDP per capita growth, unemployment, inflation, trade to GDP, democracy, debt service ratio, interaction of democracy with trade to GDP, interaction of democracy with capital mobility index",1,1,0,1980,1999,0,0,1,OLS,1,0,0,0,American Journal of Political Science,2005,1,5.22,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0
37,Avelino et al. 2005,0,0.021,0.004,5.25,312,261,19,0,0,0,0,1,0,0,1,0,0,"Urban population, old age population, GDP per capita, GDP per capita growth, unemployment, inflation, democracy",1,1,0,1980,1999,0,0,1,OLS,1,0,0,0,American Journal of Political Science,2005,1,5.22,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0
37,Avelino et al. 2005,0,-0.001,0.006,-0.166666667,292,241,19,0,0,0,0,0,1,0,1,0,0,"Urban population, old age population, GDP per capita, GDP per capita growth, unemployment, inflation, democracy",1,1,0,1980,1999,0,0,1,OLS,1,0,0,0,American Journal of Political Science,2005,1,5.22,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0
37,Avelino et al. 2005,0,0.019,0.006,3.166666667,290,239,19,0,0,0,1,0,0,0,1,0,0,"Urban population, old age population, GDP per capita, GDP per capita growth, unemployment, inflation, democracy",1,1,0,1980,1999,0,0,1,OLS,1,0,0,0,American Journal of Political Science,2005,1,5.22,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0
37,Avelino et al. 2005,0,-0.064,0.046,-1.391304348,312,261,19,0,0,0,0,1,0,0,0,1,0,"Urban population, old age population, GDP per capita, GDP per capita growth, unemployment, inflation, democracy",1,1,0,1980,1999,0,0,1,OLS,1,0,0,0,American Journal of Political Science,2005,1,5.22,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0
37,Avelino et al. 2005,0,0.071,0.044,1.613636364,292,241,19,0,0,0,0,0,1,0,0,1,0,"Urban population, old age population, GDP per capita, GDP per capita growth, unemployment, inflation, democracy",1,1,0,1980,1999,0,0,1,OLS,1,0,0,0,American Journal of Political Science,2005,1,5.22,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0
37,Avelino et al. 2005,0,-0.08,0.055,-1.454545455,290,239,19,0,0,0,1,0,0,0,0,1,0,"Urban population, old age population, GDP per capita, GDP per capita growth, unemployment, inflation, democracy",1,1,0,1980,1999,0,0,1,OLS,1,0,0,0,American Journal of Political Science,2005,1,5.22,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0
38,Nooruddin and Simmons 2009,0,0.05,0.03,1.666666667,633,611,90,0,0,0,1,0,0,0,1,0,0,"Polity Score, Imports x Polity Score, GDP per capita, age dependency ratio, exports, current account balance, government debt, time trend",1,0,0,1977,1997,0,1,0,OLS (FD),1,0,0,0,International Studies Quarterly,2009,0,2.148,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
38,Nooruddin and Simmons 2009,0,-0.11,0.05,-2.2,633,611,90,0,0,0,1,0,0,0,1,0,0,"Polity Score, Imports x Polity Score, GDP per capita, age dependency ratio, exports, current account balance, government debt, time trend",1,0,0,1977,1997,0,1,0,OLS (FD),1,0,0,0,International Studies Quarterly,2009,0,2.148,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
38,Nooruddin and Simmons 2009,0,0.11,0.04,2.75,632,610,90,0,0,0,0,1,0,0,1,0,0,"Polity Score, Imports x Polity Score, GDP per capita, age dependency ratio, exports, current account balance, government debt, time trend",1,0,0,1977,1997,0,1,0,OLS (FD),1,0,0,0,International Studies Quarterly,2009,0,2.148,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
38,Nooruddin and Simmons 2009,0,-0.61,0.76,-0.802631579,632,610,90,0,0,0,0,1,0,0,1,0,0,"Polity Score, Imports x Polity Score, GDP per capita, age dependency ratio, exports, current account balance, government debt, time trend",1,0,0,1977,1997,0,1,0,OLS (FD),1,0,0,0,International Studies Quarterly,2009,0,2.148,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
38,Nooruddin and Simmons 2009,1,-0.07,0.03,-2.333333333,633,611,90,0,0,0,1,0,0,0,1,0,0,"Polity Score, Imports x Polity Score, GDP per capita, age dependency ratio, imports, current account balance, government debt, time trend",1,0,0,1977,1997,0,1,0,OLS (FD),1,0,0,0,International Studies Quarterly,2009,0,2.148,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
38,Nooruddin and Simmons 2009,0,0.04,0.04,1.666666667,633,611,90,0,0,0,1,0,0,0,1,0,0,"Polity Score, Imports x Polity Score, GDP per capita, age dependency ratio, imports, current account balance, government debt, time trend",1,0,0,1977,1997,0,1,0,OLS (FD),1,0,0,0,International Studies Quarterly,2009,0,2.148,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
38,Nooruddin and Simmons 2009,0,-0.011,0.04,-0.275,632,610,90,0,0,0,0,1,0,0,1,0,0,"Polity Score, Imports x Polity Score, GDP per capita, age dependency ratio, imports, current account balance, government debt, time trend",1,0,0,1977,1997,0,1,0,OLS (FD),1,0,0,0,International Studies Quarterly,2009,0,2.148,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
38,Nooruddin and Simmons 2009,0,0.01,0.04,1.666666667,632,610,90,0,0,0,0,1,0,0,1,0,0,"Polity Score, Imports x Polity Score, GDP per capita, age dependency ratio, imports, current account balance, government debt, time trend",1,0,0,1977,1997,0,1,0,OLS (FD),1,0,0,0,International Studies Quarterly,2009,0,2.148,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
39,Wibbels 2006,0,-0.09,0.03,-3,184,89,76,0,0,0,1,0,0,0,1,0,0,"financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
39,Wibbels 2006,0,-0.04,0.03,-1.333333333,198,101,76,0,0,0,0,0,0,1,1,0,0,"Positive shock, negative shock, financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1
39,Wibbels 2006,0,-0.1,0.02,-5,188,91,76,0,0,0,1,0,0,0,1,0,0,"Positive shock, negative shock, financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
39,Wibbels 2006,0,-0.08,0.04,-2,82,21,42,0,0,0,0,0,0,1,1,0,0,"financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1
39,Wibbels 2006,1,-0.14,0.04,-3.5,77,20,38,0,0,0,1,0,0,0,1,0,0,"financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
39,Wibbels 2006,0,-0.003,0.04,-0.075,116,21,76,0,0,0,0,0,0,1,1,0,0,"financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1
39,Wibbels 2006,0,-0.11,0.03,-3.666666667,111,16,76,0,0,0,1,0,0,0,1,0,0,"financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
39,Wibbels 2006,0,-0.24,0.04,-6,145,50,76,0,0,0,1,0,0,0,1,0,0,"Positive shock, negative shock, financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
39,Wibbels 2006,0,-0.14,0.05,-2.8,184,89,76,0,0,0,1,0,0,0,1,0,0,"financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
39,Wibbels 2006,0,-0.05,0.04,-1.25,198,101,76,0,0,0,0,0,0,1,1,0,0,"Positive shock, negative shock, financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0
39,Wibbels 2006,0,-0.11,0.03,-3.666666667,188,91,76,0,0,0,1,0,0,0,1,0,0,"Positive shock, negative shock, financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
39,Wibbels 2006,0,-0.17,0.04,-4.25,82,21,42,0,0,0,0,0,0,1,1,0,0,"financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0
39,Wibbels 2006,0,-0.11,0.04,-2.75,77,20,38,0,0,0,1,0,0,0,1,0,0,"financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
39,Wibbels 2006,0,0.12,0.06,2,116,21,76,0,0,0,0,0,0,1,1,0,0,"financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0
39,Wibbels 2006,0,-0.11,0.05,-2.2,111,16,76,0,0,0,1,0,0,0,1,0,0,"financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
39,Wibbels 2006,0,-0.25,0.04,-6.25,145,50,76,0,0,0,1,0,0,0,1,0,0,"Positive shock, negative shock, financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
39,Wibbels 2006,0,0.58,0.27,2.148148148,184,89,76,0,0,0,1,0,0,0,0,1,0,"financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
39,Wibbels 2006,0,-0.09,0.22,-0.409090909,198,101,76,0,0,0,0,0,0,1,0,1,0,"Positive shock, negative shock, financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1
39,Wibbels 2006,0,0.38,0.22,1.727272727,188,91,76,0,0,0,1,0,0,0,0,1,0,"Positive shock, negative shock, financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
39,Wibbels 2006,0,0.41,0.21,1.952380952,82,21,42,0,0,0,0,0,0,1,0,1,0,"financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1
39,Wibbels 2006,0,0.3,0.27,1.111111111,77,20,38,0,0,0,1,0,0,0,0,1,0,"financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
39,Wibbels 2006,0,-0.65,0.31,-2.096774194,116,21,76,0,0,0,0,0,0,1,0,1,0,"financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1
39,Wibbels 2006,0,0.57,0.33,1.727272727,111,16,76,0,0,0,1,0,0,0,0,1,0,"financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
39,Wibbels 2006,0,0.68,0.27,2.518518519,145,50,76,0,0,0,1,0,0,0,0,1,0,"Positive shock, negative shock, financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
39,Wibbels 2006,0,0.36,0.34,1.058823529,184,89,76,0,0,0,1,0,0,0,0,1,0,"financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
39,Wibbels 2006,0,0.45,0.36,1.25,198,101,76,0,0,0,0,0,0,1,0,1,0,"Positive shock, negative shock, financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0
39,Wibbels 2006,0,0.1,0.29,0.344827586,188,91,76,0,0,0,1,0,0,0,0,1,0,"Positive shock, negative shock, financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
39,Wibbels 2006,0,1.19,0.3,3.966666667,82,21,42,0,0,0,0,0,0,1,0,1,0,"financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0
39,Wibbels 2006,0,0.48,0.44,1.090909091,77,20,38,0,0,0,1,0,0,0,0,1,0,"financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
39,Wibbels 2006,0,-0.27,0.46,-0.586956522,116,21,76,0,0,0,0,0,0,1,0,1,0,"financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0
39,Wibbels 2006,0,-0.13,0.4,-0.325,111,16,76,0,0,0,1,0,0,0,0,1,0,"financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
39,Wibbels 2006,0,0.53,0.42,1.261904762,145,50,76,0,0,0,1,0,0,0,0,1,0,"Positive shock, negative shock, financial openness indicator, left vote, democracy, party fragment, old age population, GDP per capita, total government spending, union strength, output gap",1,1,0,1970,2000,0,0,1,OLS (Error correction),1,0,0,0,International Organization,2006,0,4.517,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
40,Ha 2008,0,0.003,0.01,0.3,615,584,18,0,0,0,1,0,0,0,1,0,0,"Financial openness index, Leftist power, labor power, old age population, unemployment, inflation, GDP per capita, GDP growth, Election year, EMU dummy",1,0,0,1970,2000,1,0,0,OLS,1,0,0,0,Comparative Political Studies,2008,0,2.919,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0
40,Ha 2008,0,0.004,0.009,0.444444444,617,586,18,0,0,0,1,0,0,0,1,0,0,"FDI, Leftist power, labor power, old age population, unemployment, inflation, GDP per capita, GDP growth, Election year, EMU dummy",1,0,0,1970,2000,1,0,0,OLS,1,0,0,0,Comparative Political Studies,2008,0,2.919,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0
40,Ha 2008,0,-0.005,0.01,-0.5,446,415,18,0,0,0,1,0,0,0,1,0,0,"Portfolio investment, Leftist power, labor power, old age population, unemployment, inflation, GDP per capita, GDP growth, Election year, EMU dummy",1,0,0,1970,2000,1,0,0,OLS,1,0,0,0,Comparative Political Studies,2008,0,2.919,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0
40,Ha 2008,0,0.023,0.007,3.285714286,615,584,18,0,0,0,1,0,0,0,0,1,0,"trade to GDP, Leftist power, labor power, old age population, unemployment, inflation, GDP per capita, GDP growth, Election year, EMU dummy",1,0,0,1970,2000,1,0,0,OLS,1,0,0,0,Comparative Political Studies,2008,0,2.919,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0
40,Ha 2008,0,-0.007,0.014,-0.5,617,586,18,0,0,0,1,0,0,0,0,1,0,"trade to GDP, Leftist power, labor power, old age population, unemployment, inflation, GDP per capita, GDP growth, Election year, EMU dummy",1,0,0,1970,2000,1,0,0,OLS,1,0,0,0,Comparative Political Studies,2008,0,2.919,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0
40,Ha 2008,0,0.003,0.005,0.6,446,415,18,0,0,0,1,0,0,0,0,1,0,"trade to GDP, Leftist power, labor power, old age population, unemployment, inflation, GDP per capita, GDP growth, Election year, EMU dummy",1,0,0,1970,2000,1,0,0,OLS,1,0,0,0,Comparative Political Studies,2008,0,2.919,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0
40,Ha 2008,0,-0.081,0.08,-1.0125,615,584,18,0,0,0,1,0,0,0,1,0,0,"Financial openness index, Leftist power, labor power, old age population, unemployment, inflation, GDP per capita, GDP growth, Election year, EMU dummy",1,0,0,1970,2000,1,0,0,OLS,1,0,0,0,Comparative Political Studies,2008,0,2.919,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0
40,Ha 2008,0,-0.098,0.079,-1.240506329,617,586,18,0,0,0,1,0,0,0,1,0,0,"FDI, Leftist power, labor power, old age population, unemployment, inflation, GDP per capita, GDP growth, Election year, EMU dummy",1,0,0,1970,2000,1,0,0,OLS,1,0,0,0,Comparative Political Studies,2008,0,2.919,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0
40,Ha 2008,0,-0.084,0.101,-0.831683168,446,415,18,0,0,0,1,0,0,0,1,0,0,"Portfolio investment, Leftist power, labor power, old age population, unemployment, inflation, GDP per capita, GDP growth, Election year, EMU dummy",1,0,0,1970,2000,1,0,0,OLS,1,0,0,0,Comparative Political Studies,2008,0,2.919,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0
40,Ha 2008,0,0.016,0.008,2,615,584,18,0,0,0,1,0,0,0,0,1,0,"tariff rate, Leftist power, labor power, old age population, unemployment, inflation, GDP per capita, GDP growth, Election year, EMU dummy",1,0,0,1970,2000,1,0,0,OLS,1,0,0,0,Comparative Political Studies,2008,0,2.919,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0
40,Ha 2008,0,-0.011,0.009,-1.222222222,617,586,18,0,0,0,1,0,0,0,0,1,0,"tariff rate, Leftist power, labor power, old age population, unemployment, inflation, GDP per capita, GDP growth, Election year, EMU dummy",1,0,0,1970,2000,1,0,0,OLS,1,0,0,0,Comparative Political Studies,2008,0,2.919,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0
40,Ha 2008,0,-0.014,0.017,-0.823529412,446,415,18,0,0,0,1,0,0,0,0,1,0,"tariff rate, Leftist power, labor power, old age population, unemployment, inflation, GDP per capita, GDP growth, Election year, EMU dummy",1,0,0,1970,2000,1,0,0,OLS,1,0,0,0,Comparative Political Studies,2008,0,2.919,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0
40,Ha 2008,0,0.023,0.014,1.642857143,615,580,18,0,0,0,1,0,0,0,0,1,0,"trade to GDP, Imports from LDC, FDI, Portfolio investment, Leftist power, labor power, old age population, unemployment, inflation, GDP per capita, GDP growth, Election year, EMU dummy",1,0,0,1970,2000,1,0,0,OLS,1,0,0,0,Comparative Political Studies,2008,0,2.919,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0
40,Ha 2008,0,-0.004,0.014,-0.285714286,615,580,18,0,0,0,1,0,0,0,0,1,0,"Financial openness index, Imports from LDC, trade to to GDP, Portfolio investment, Leftist power, labor power, old age population, unemployment, inflation, GDP per capita, GDP growth, Election year, EMU dummy",1,0,0,1970,2000,1,0,0,OLS,1,0,0,0,Comparative Political Studies,2008,0,2.919,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0
40,Ha 2008,0,-0.011,0.018,-0.611111111,615,580,18,0,0,0,1,0,0,0,0,1,0,"Financial openness index, Imports from LDC, FDI, trade to GDP, Leftist power, labor power, old age population, unemployment, inflation, GDP per capita, GDP growth, Election year, EMU dummy",1,0,0,1970,2000,1,0,0,OLS,1,0,0,0,Comparative Political Studies,2008,0,2.919,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0
40,Ha 2008,0,-0.083,0.105,-0.79047619,615,580,18,0,0,0,1,0,0,0,1,0,0,"Financial openness index, Imports from LDC, FDI, trade to GDP, Leftist power, labor power, old age population, unemployment, inflation, GDP per capita, GDP growth, Election year, EMU dummy",1,0,0,1970,2000,1,0,0,OLS,1,0,0,0,Comparative Political Studies,2008,0,2.919,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0
40,Ha 2008,0,-0.083,0.105,-0.79047619,615,580,18,0,0,0,1,0,0,0,1,0,0,"Financial openness index, Imports from LDC, FDI, tariff rate, Leftist power, labor power, old age population, unemployment, inflation, GDP per capita, GDP growth, Election year, EMU dummy",1,0,0,1970,2000,1,0,0,OLS,1,0,0,0,Comparative Political Studies,2008,0,2.919,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0
40,Ha 2008,0,0.004,0.01,0.4,614,583,18,0,0,0,1,0,0,0,1,0,0,"Financial openness index, number of veto players, interaction of financial openness with veto players, leftist power, labor power, old age population, unemployment, inflation, GDP per capita, GDP growth, election year dummy, EMU dummy",1,0,0,1970,2000,1,0,0,OLS,1,0,0,0,Comparative Political Studies,2008,0,2.919,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0
40,Ha 2008,1,0.034,0.009,3.777777778,614,583,18,0,0,0,1,0,0,0,0,1,0,"Trade to GDP, number of veto players, interaction of financial openness with veto players, leftist power, labor power, old age population, unemployment, inflation, GDP per capita, GDP growth, election year dummy, EMU dummy",1,0,0,1970,2000,1,0,0,OLS,1,0,0,0,Comparative Political Studies,2008,0,2.919,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0
40,Ha 2008,0,-0.072,0.078,-0.923076923,451,420,18,0,0,0,1,0,0,0,1,0,0,"Financial openness index, number of veto players, interaction of financial openness with veto players, leftist power, labor power, old age population, unemployment, inflation, GDP per capita, GDP growth, election year dummy, EMU dummy",1,0,0,1970,2000,1,0,0,OLS,1,0,0,0,Comparative Political Studies,2008,0,2.919,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0
40,Ha 2008,0,0.028,0.012,2.333333333,451,420,18,0,0,0,1,0,0,0,0,1,0,"tariff rates, number of veto players, interaction of financial openness with veto players, leftist power, labor power, old age population, unemployment, inflation, GDP per capita, GDP growth, election year dummy, EMU dummy",1,0,0,1970,2000,1,0,0,OLS,1,0,0,0,Comparative Political Studies,2008,0,2.919,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0
